drug_id,generic_name,molecular_formula,molecular_weight,smiles
5332,onasemnogene abeparvovec,,,
3258,gadofosveset,C33H41GdN3O14P,891.9,[H+].[H+].[H+].C1CC(CCC1OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Gd+3]
915,diphemanil,C20H24N+,278.4,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C
5333,polatuzumab vedotin,,,
1447,inulin,,,
3063,capreomycin,C50H88N28O15,1321.4,CC1C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCN=C(N2)N)CNC(=O)CC(CCCN)N.C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N
4021,porfimer,,,
4264,carbamide,CH4N2O,60.056,C(=O)(N)N
3957,hyaluronic acid,,,
1268,gadoteridol,C17H29GdN4O7,558.7,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3]
5411,copper dotatate Cu-64,C65H88CuN14O19S2,1497.5,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)[O-])CC(=O)[O-])CC(=O)O)C(=O)NC(C(C)O)C(=O)O)O.[Cu+2]
3217,evans blue,C34H24N6Na4O14S4,960.8,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+].[Na+].[Na+]
730,colfosceril palmitate,C40H80NO8P,734.0,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
881,digitoxin,C41H64O13,764.9,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O
4847,cyanocobalamin (57Co),C63H88CoN14O14P,1353.4,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
4846,ecallantide,C305H442N88O91S8,7054,CCC(C)C1C(=O)NC(C(=O)NCC(=O)NCC(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)N5CCCC5C(=O)N3)CC(=O)O)CC(=O)O)C)CCCCN)CC6=CC=CC=C6)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(CCSC)NC(=O)C(C)NC(=O)C(CCC(=O)O)N)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)O)CCSC)CCCCN)CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC2=O)CCC(=O)O)CC(=O)N)CCC(=O)N)CC(=O)N)CCCNC(=N)N)CC9=CC=CC=C9)CCC(=O)O)CO)CC(C)C)CCC(=O)O)CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC1=CC=CC=C1)CCC(=O)O)CCC(=O)O)CCC(=O)N)CCCNC(=N)N)C(C)O)CC1=CC=CC=C1)C(C)CC)CC(=O)N)CC1=CC=CC=C1)CC1=CC=CC=C1)CC1=CNC2=CC=CC=C21)CCCNC(=N)N)CC1=CN=CN1)C)C)CCCNC(=N)N)CC1=CC=C(C=C1)O
1445,inositol nicotinate,C42H30N6O12,810.7,C1=CC(=CN=C1)C(=O)OC2C(C(C(C(C2OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5)OC(=O)C6=CN=CC=C6)OC(=O)C7=CN=CC=C7
281,bacitracin,C66H103N17O16S,1422.7,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4
5011,aldesleukin,,,
760,ciclosporin,C62H111N11O12,1202.6,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
2548,secretin human,,,
5225,sodium zirconium cyclosilicate,Na2O9Si3Zr,365.45,[O-][Si]1(O[Si](O[Si](O1)([O-])[O-])([O-])[O-])[O-].[Na+].[Na+].[Zr+4]
4211,acetic acid,C2H4O2,60.05,CC(=O)O
4198,sodium chloride,ClNa,58.44,[Na+].[Cl-]
4197,vitamin A palmitate,C36H60O2,524.9,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C
4207,lithium carbonate,CLi2O3,73.9,[Li+].[Li+].C(=O)([O-])[O-]
4215,isopropanol,C3H8O,60.10,CC(C)O
4144,sodium lauryl sulfate,C12H25NaO4S,288.38,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
4145,lutein,C40H56O2,568.9,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C
4425,colistin,C52H98N16O13,1155.4,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O
4427,calcitonin human,C151H226N40O45S3,3417.9,CCC(C)C(C(=O)NCC(=O)NC(C(C)C)C(=O)NCC(=O)NC(C)C(=O)N1CCCC1C(=O)N)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)O)NC(=O)C(CC4=CNC=N4)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=C(C=C7)O)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CCSC)NC(=O)C8CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)CO)CC(C)C)CC(=O)N)N
4256,carbon dioxide,CO2,44.009,C(=O)=O
4218,methyldopate,C12H17NO4,239.27,CCOC(=O)C(C)(CC1=CC(=C(C=C1)O)O)N
4168,lurasidone,C28H36N4O2S,492.7,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O
4292,enzacamene,C18H22O,254.4,CC1=CC=C(C=C1)C=C2C3CCC(C2=O)(C3(C)C)C
4247,neomycin,C23H46N6O13,614.6,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
4248,pyrithione zinc,C10H8N2O2S2Zn,317.7,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2]
4232,lucinactant,C128H242N26O24,2529.5,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)N.CC(=O)O
4278,crospovidone,,,
4269,zinc acetate,C4H6O4Zn,183.5,CC(=O)[O-].CC(=O)[O-].[Zn+2]
4271,"sodium phosphate, monobasic",H2NaO4P,119.977,OP(=O)(O)[O-].[Na+]
4284,silicon dioxide,O2Si,60.084,O=[Si]=O
4301,Flutemetamol (18F),C14H11FN2OS,273.32,CNC1=C(C=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O)F
4307,sennosides,C42H38O20,862.7,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O
4309,hydroxocobalamin,C62H89CoN13O15P,1346.4,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH-].[Co+3]
5126,omega-3-carboxylic acids,,,
4323,UREA C-13,CH4N2O,61.048,C(=O)(N)N
4625,ammonia,H3N,17.031,N
4355,bismuth subcitrate,C12H10BiK3O14,704.47,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[K+].[K+].[K+].[Bi+3]
4346,barium sulfate,BaO4S,233.39,[O-]S(=O)(=O)[O-].[Ba+2]
4343,zinc gluconate,C12H22O14Zn,455.7,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Zn+2]
4341,almasilate,Al2H2MgO9Si2,280.45,O.[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-].[Mg+2].[Al+3].[Al+3]
4366,voclosporin,C63H111N11O12,1214.6,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
4384,levofolinic acid,C20H23N7O7,473.4,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
4405,colesevelam,,,
4439,aluminium phosphate,AlO4P,121.953,[O-]P(=O)([O-])[O-].[Al+3]
4441,calcium phosphate,Ca3O8P2,310.18,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
4442,trolamine salicylate,C13H21NO6,287.31,C1=CC=C(C(=C1)C(=O)O)O.C(CO)N(CCO)CCO
4455,fludeoxyglucose (18F),C6H11FO5,181.15,C(C1C(C(C(C(O1)O)F)O)O)O
4459,procaine benzylpenicillin,C29H38N4O6S,570.7,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
4458,sulfisoxazole acetyl,C13H15N3O4S,309.34,CC1=C(ON=C1C)N(C(=O)C)S(=O)(=O)C2=CC=C(C=C2)N
4468,esketamine,C13H16ClNO,237.72,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
4475,iron pentacarbonyl,C5FeO5,195.90,[C]=O.[C]=O.[C]=O.[C]=O.[C]=O.[Fe]
4481,N-Acetyltyrosine,C11H13NO4,223.22,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O
4498,paliperidone palmitate,C39H57FN4O4,664.9,CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C
4521,manganese chloride,Cl2H8MnO4,197.90,O.O.O.O.[Cl-].[Cl-].[Mn+2]
4518,sodium thiosulfate,Na2O3S2,158.11,[O-]S(=O)(=S)[O-].[Na+].[Na+]
4532,mangafodipir,C22H30MnN4O14P2,691.4,CC1=C(C(=CC(=N1)COP(=O)(O)[O-])CN(CCN(CC2=CC(=NC(=C2O)C)COP(=O)(O)[O-])CC(=O)O)CC(=O)O)O.[Mn+2]
4602,diethylamino hydroxybenzoyl hexyl benzoate,C24H31NO4,397.5,CCCCCCOC(=O)C1=CC=CC=C1C(=O)C2=C(C=C(C=C2)N(CC)CC)O
5119,technetium Tc 99m mebrofenin,C30H34Br2N4O10Tc,869.3,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)[O-])CC(=O)[O-])C)Br)C.CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)[O-])CC(=O)[O-])C)Br)C.[Tc+4]
4554,fluticasone furoate,C27H29F3O6S,538.6,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F
4566,sodium oxybate,C4H7NaO3,126.09,C(CC(=O)[O-])CO.[Na+]
5120,technetium Tc 99m medronate,CH6O8P2Tc,306.91,C(P(=O)([O-])[O-])P(=O)([O-])[O-].O.O.[Tc+4]
4604,xylitol,C5H12O5,152.15,C(C(C(C(CO)O)O)O)O
4611,stearic acid,C18H36O2,284.5,CCCCCCCCCCCCCCCCCC(=O)O
4623,spinosad,C83H132N2O20,1477.9,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C
4630,sodium pyrophosphate,Na4O7P2,265.90,[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
4621,levomefolic acid,C20H25N7O6,459.5,CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
4698,potassium perchlorate,ClKO4,138.55,[O-]Cl(=O)(=O)=O.[K+]
4700,pyrethrins,C43H56O8,700.9,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=CC=C.CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C(=O)OC)CC=CC=C
4717,benzylpenicilloyl polylysine,,,
4848,somatropin,,,
4860,prussian blue,C18Fe7N18,859.2,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
4790,sodium hypochlorite,ClNaO,74.44,[O-]Cl.[Na+]
4931,corticotropin,C207H308N56O58S,4541,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N
5121,sucroferric oxyhydroxide,C12H29Fe5Na2O23,866.5,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
4864,levomilnacipran,C15H22N2O,246.35,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2
5056,patiromer calcium,,,
4960,insulin degludec,C274H411N65O81S6,6104,CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)NC(CC(=O)N)C(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC5=CC=CC=C5)C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CC7=CC=C(C=C7)O)C(=O)NC(C(C)O)C(=O)N8CCCC8C(=O)NC(CCCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCC(=O)O)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CNC=N2)CO)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC=N2)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)N)C(=O)NC(C(=O)NC(C(=O)N1)CO)C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)CN
4936,parathyroid hormone,,,
5002,insulin lispro,C257H389N65O77S6,5814,CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CS)C(=O)NC(CS)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CS)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)N)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CS)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN.CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CS)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)N5CCCC5C(=O)NC(C(C)O)C(=O)O)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC6=CN=CN6)NC(=O)C(CO)NC(=O)CNC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(CC7=CN=CN7)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC8=CC=CC=C8)N
4998,aluminum acetate,C6H9AlO6,204.11,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3]
5059,lusutrombopag,C29H32Cl2N2O5S,591.5,CCCCCCOC(C)C1=CC=CC(=C1OC)C2=CSC(=N2)NC(=O)C3=CC(=C(C(=C3)Cl)C=C(C)C(=O)O)Cl
5076,ferric maltol,C18H15FeO9,431.2,CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].[Fe+3]
5128,ferric carboxymaltose,,,
5407,risdiplam,C22H23N7O,401.5,CC1=CC(=NN2C1=NC(=C2)C)C3=CC(=O)N4C=C(C=CC4=N3)N5CCNC6(C5)CC6
5448,serdexmethylphenidate,,,
5196,chorionic gonadotrophin,C11H19N3O6S,321.35,C(CC(C(=O)O)N)CC(=O)NC(CS)C(=O)NCC(=O)O
5041,technetium (99mTc) nofetumomab merpentan,,,
4884,calfactant,,,
4929,lutropin alfa,,,
4199,potassium chloride,ClK,74.55,[Cl-].[K+]
4200,magnesium chloride,Cl2Mg,95.21,[Mg+2].[Cl-].[Cl-]
4201,calcium chloride,CaCl2,110.98,[Cl-].[Cl-].[Ca+2]
5148,poractant alfa,,,
5316,galcanezumab,,,
5457,pegcetacoplan,,,
4205,sodium bicarbonate,CHNaO3,84.007,C(=O)(O)[O-].[Na+]
3017,benzalkonium,C22H40N+,318.6,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
4260,sulfur,S,32.07,[S]
4530,cupric chloride,Cl2Cu,134.45,Cl[Cu]Cl
4636,sodium hydroxide,HNaO,39.997,[OH-].[Na+]
5513,tebentafusp,,,
5338,ropeginterferon alfa-2b,C20H37N3O8,447.5,COCCOC(=O)NCCCCC(CCN1CCCC1C(=O)O)NC(=O)OCCOC
5127,arcitumomab,,,
1467,iofendylate,C19H29IO2,416.3,CCOC(=O)CCCCCCCCC(C)C1=CC=C(C=C1)I
901,dimenhydrinate,C24H28ClN5O3,470.0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
5386,eptinezumab,,,
4646,gadoxetate,C23H30GdN3O11,681.7,[H+].[H+].CCOC1=CC=C(C=C1)CC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Gd+3]
4478,phosphoric acid,H3O4P,97.995,OP(=O)(O)O
4479,calcium citrate,C12H10Ca3O14,498.4,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2]
4471,gadobenate dimeglumine,C36H62GdN5O21,1058.1,CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)O.[Gd+3]
4480,"potassium phosphate, monobasic",H2KO4P,136.086,OP(=O)(O)[O-].[K+]
4500,amiloxate,C15H20O3,248.32,CC(C)CCOC(=O)C=CC1=CC=C(C=C1)OC
5109,urokinase,,,
432,bupivacaine,C18H28N2O,288.4,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
5318,elapegademase,C10H20N2O5,248.28,COCCOC(=O)NCCCCC(C(=O)O)N
5043,sacrosidase,,,
5320,emapalumab,,,
571,cefalexin,C16H17N3O4S,347.4,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
4904,adalimumab,,,
4965,denosumab,,,
4370,xenon (127Xe) gas,Xe,126.90518,[Xe]
5130,oxiglutatione,C20H32N6O12S2,612.6,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N
4246,Polymyxin B,,,
3495,propiolactone,C3H4O2,72.06,C1COC1=O
2188,piperazine,C4H10N2,86.14,C1CNCCN1
5198,secretin porcine,C130H220N44O41,3055.4,CC(C)CC(C(=O)NC(C(C)C)C(=O)N)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC2=CN=CN2)N
2343,quinethazone,C10H12ClN3O3S,289.74,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl
3976,kinetin,C10H9N5O,215.21,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
335,benzyl benzoate,C14H12O2,212.24,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
1501,isosorbide,C6H10O4,146.14,C1C(C2C(O1)C(CO2)O)O
2854,xylose,C5H10O5,150.13,C1C(C(C(C(O1)O)O)O)O
728,colestipol,,,
5150,chloramphenicol palmitate,C27H42Cl2N2O6,561.5,CCCCCCCCCCCCCCCC(=O)OCC(C(C1=CC=C(C=C1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl
2143,fenamisal,C13H11NO3,229.23,C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O
3364,monoctanoin,C11H22O4,218.29,CCCCCCCC(=O)OCC(CO)O
603,chlormezanone,C11H12ClNO3S,273.74,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl
2284,promazine,C17H20N2S,284.4,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31
