drug_id,generic_name,molecular_formula,molecular_weight,smiles
2363,remifentanil,C20H28N2O5,376.4,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
2366,repaglinide,C27H36N2O4,452.6,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
2387,risedronic acid,C7H11NO7P2,283.11,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
2371,retapamulin,C30H47NO4S,517.8,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C
2376,rifabutin,C46H62N4O11,847.0,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
2377,rifampicin,C43H58N4O12,822.9,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
2378,rifapentine,C47H64N4O12,877.0,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C
2379,rifaximin,C43H51N3O11,785.9,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
2389,risperidone,C23H27FN4O2,410.5,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
2391,ritonavir,C37H48N6O5S2,720.9,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
2392,rivastigmine,C14H22N2O2,250.34,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
2393,rizatriptan,C15H19N5,269.34,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
2396,rocuronium,C32H53N2O4+,529.8,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
2405,rosiglitazone,C18H19N3O3S,357.4,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
2406,rosuvastatin,C22H28FN3O6S,481.5,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
2407,rotigotine,C19H25NOS,315.5,CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
2419,salmeterol,C25H37NO4,415.6,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
2422,saquinavir,C38H50N6O5,670.8,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
2427,secnidazole,C7H11N3O3,185.18,CC1=NC=C(N1CC(C)O)[N+](=O)[O-]
2436,sertraline,C17H17Cl2N,306.2,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
2441,sildenafil,C22H30N6O4S,474.6,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
2448,sitagliptin,C16H15F6N5O,407.31,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N
2457,solifenacin,C23H26N2O2,362.5,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5
2489,suxamethonium,C14H30N2O4+2,290.40,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
2459,sorafenib,C21H16ClF3N4O3,464.8,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
2462,sorbitol,C6H14O6,182.17,C(C(C(C(C(CO)O)O)O)O)O
2483,streptozocin,C8H15N3O7,265.22,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
2491,sufentanil,C22H30N2O2S,386.6,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
2492,sulbactam,C8H11NO5S,233.24,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C
2497,sulfacetamide,C8H10N2O3S,214.24,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
2514,sulfamethoxazole,C10H11N3O3S,253.28,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
2525,sulfasalazine,C18H14N4O5S,398.4,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
2527,sulfathiazole,C9H9N3O2S2,255.3,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2
2534,sulindac,C20H17FO3S,356.4,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
2543,sumatriptan,C14H21N3O2S,295.40,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
2544,sunitinib,C22H27FN4O2,398.5,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
2552,tacrolimus,C44H69NO12,804.0,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
2553,tadalafil,C22H19N3O4,389.4,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
2572,tazobactam,C10H12N4O5S,300.29,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3
2585,temazepam,C16H13ClN2O2,300.74,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
2590,teniposide,C32H32O13S,656.7,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
2593,tenofovir disoproxil,C19H30N5O10P,519.4,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C
2598,terbutaline,C12H19NO3,225.28,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
2600,terfenadine,C32H41NO2,471.7,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
2608,testosterone undecanoate,C30H48O3,456.7,CCCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
2609,tetrabenazine,C19H27NO3,317.4,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
2612,sapropterin,C9H15N5O3,241.25,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
2620,theophylline,C7H8N4O2,180.16,CN1C2=C(C(=O)N(C1=O)C)NC=N2
2648,tiagabine,C20H25NO2S2,375.6,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
2671,tinidazole,C8H13N3O4S,247.27,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
2676,tiopronin,C5H9NO3S,163.20,CC(C(=O)NCC(=O)O)S
2677,tiotropium bromide,C19H22BrNO4S2,472.4,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.[Br-]
2683,tizanidine,C9H8ClN5S,253.71,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
2696,tolbutamide,C12H18N2O3S,270.35,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
2697,tolcapone,C14H11NO5,273.24,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
2699,tolmetin,C15H15NO3,257.28,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
2705,tolterodine,C22H31NO,325.5,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
2706,topiramate,C12H21NO8S,339.36,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
2827,vinorelbine,C45H54N4O8,778.9,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
2707,topotecan,C23H23N3O5,421.4,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
2709,toremifene,C26H28ClNO,406.0,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
2711,tramadol,C16H25NO2,263.37,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
2715,tranylcypromine,C9H11N,133.19,C1C(C1N)C2=CC=CC=C2
2716,travoprost,C26H35F3O6,500.5,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
2717,trazodone,C19H22ClN5O,371.9,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
2720,treprostinil,C23H34O5,390.5,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
2722,tretinoin,C20H28O2,300.4,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
2725,triamcinolone,C21H27FO6,394.4,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
2729,triazolam,C17H12Cl2N4,343.2,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
2740,trifluoperazine,C21H24F3N3S,407.5,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
2754,trimethobenzamide,C21H28N2O5,388.5,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
2758,trimipramine,C20H26N2,294.4,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
2774,tropicamide,C17H20N2O2,284.35,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
2776,trospium,C25H30NO3+,392.5,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
2797,ursodiol,C24H40O4,392.6,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
2801,valganciclovir,C14H22N6O5,354.36,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N
2806,valsartan,C24H29N5O3,435.5,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
2808,varenicline,C13H13N3,211.26,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
2809,vardenafil,C23H32N6O4S,488.6,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
2840,colecalciferol,C27H44O,384.6,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
2810,vasopressin,,,
2811,vecuronium,C34H57N2O4+,557.8,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C
2813,venlafaxine,C17H27NO2,277.4,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
2815,verapamil,C27H38N2O4,454.6,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
2838,ergocalciferol,C28H44O,396.6,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
2843,phytomenadione,C31H46O2,450.7,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
2846,voriconazole,C16H14F3N5O,349.31,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
2855,zafirlukast,C31H33N3O6S,575.7,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
2859,zanamivir,C12H20N4O7,332.31,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
2994,glucagon,C153H225N43O49S,3482.7,CC(C)CC(C(=O)NC(CCSC)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CC7=CN=CN7)N
2861,zidovudine,C10H13N5O4,267.24,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
2862,zileuton,C11H12N2O2S,236.29,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
2865,ziprasidone,C21H21ClN4OS,412.9,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
2869,zolmitriptan,C16H21N3O2,287.36,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
2870,zolpidem,C19H21N3O,307.4,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
2872,zonisamide,C8H8N2O3S,212.23,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
2873,zopiclone,C17H17ClN6O3,388.8,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
2977,caspofungin,C52H88N10O15,1093.3,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O
2989,calcitonin (salmon synthetic),C145H240N44O48S2,3431.9,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CNC=N2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO
3018,benzethonium,C27H42NO2+,412.6,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2
3064,capsaicin,C18H27NO3,305.4,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
3142,difluprednate,C27H34F2O7,508.5,CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C
3188,estrone,C18H22O2,270.4,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
3294,iloperidone,C24H27FN2O4,426.5,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
3300,indocyanine green,C43H47N2NaO6S2,775.0,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
3302,iodixanol,C35H44I6N6O15,1550.2,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
3317,lenalidomide,C13H13N3O3,259.26,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
3409,oxidronic acid,CH6O7P2,192.00,C(O)(P(=O)(O)O)P(=O)(O)O
3502,prucalopride,C18H26ClN3O3,367.9,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl
3521,rasagiline,C12H13N,171.24,C#CCNC1CCC2=CC=CC=C12
3531,roflumilast,C17H14Cl2F2N2O3,403.2,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
3534,rufinamide,C10H8F2N4O,238.19,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
3584,terazosin,C19H25N5O4,387.4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
3609,tipranavir,C31H33F3N2O5S,602.7,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4
3862,alitretinoin,C20H28O2,300.4,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
3931,dolasetron,C19H20N2O3,324.4,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54
3944,etoposide phosphate,C29H33O16P,668.5,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OP(=O)(O)O)OC)O)O
4039,sulfur hexafluoride,F6S,146.06,FS(F)(F)(F)(F)F
4109,dronabinol,C21H30O2,314.5,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O
4110,tolvaptan,C26H25ClN2O3,448.9,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
4111,besifloxacin,C19H21ClFN3O3,393.8,C1CCN(CC(C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F
4124,vorinostat,C14H20N2O3,264.32,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
4112,dronedarone,C31H44N2O5S,556.8,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
4114,saxagliptin,C18H25N3O2,315.4,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N
4115,asenapine,C17H16ClNO,285.8,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
4117,pralatrexate,C23H23N7O5,477.5,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
4118,pazopanib,C21H23N7O2S,437.5,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
4119,romidepsin,C24H36N4O6S2,540.7,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
4129,isoleucine,C6H13NO2,131.17,CCC(C)C(C(=O)O)N
4135,lisdexamfetamine,C15H25N3O,263.38,CC(CC1=CC=CC=C1)NC(=O)C(CCCCN)N
4137,paliperidone,C23H27FN4O3,426.5,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
4143,darunavir,C27H37N3O7S,547.7,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
4151,silodosin,C25H32F3N3O4,495.5,CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F
4152,permethrin,C21H20Cl2O3,391.3,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
4153,cabazitaxel,C45H57NO14,835.9,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
4172,boceprevir,C27H45N5O5,519.7,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C
4161,temsirolimus,C56H87NO16,1030.3,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
4162,dexlansoprazole,C16H14F3N3O2S,369.4,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
4163,fampridine,C5H6N2,94.11,C1=CN=CC=C1N
4167,fingolimod,C19H33NO2,307.5,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N
4173,telaprevir,C36H53N7O6,679.8,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5
4174,rilpivirine,C22H18N6,366.4,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N
4175,linagliptin,C25H28N8O2,472.5,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
4176,abiraterone acetate,C26H33NO2,391.5,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C
4191,fesoterodine,C26H37NO3,411.6,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
4178,vandetanib,C22H24BrFN4O2,475.4,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
4182,rivaroxaban,C19H18ClN3O5S,435.9,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
4184,ticagrelor,C23H28F2N6O4S,522.6,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F
4185,vemurafenib,C23H18ClF2N3O3S,489.9,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
4189,hydroxyprogesterone caproate,C27H40O4,428.6,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C
4190,ruxolitinib,C17H18N6,306.4,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
4209,prazosin,C19H21N5O4,383.4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
4220,telbivudine,C10H14N2O5,242.23,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
4283,tapentadol,C14H23NO,221.34,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C
4223,vilazodone,C26H27N5O2,441.5,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N
4233,sugammadex,C72H112O48S8,2002.2,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O
4254,threonine,C4H9NO3,119.12,CC(C(C(=O)O)N)O
4266,phenol,C6H6O,94.11,C1=CC=C(C=C1)O
4268,allantoin,C4H6N4O3,158.12,C1(C(=O)NC(=O)N1)NC(=O)N
4289,doconexent,C22H32O2,328.5,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O
4300,elvitegravir,C23H23ClFNO5,447.9,CC(C)C(CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O
4303,eslicarbazepine acetate,C17H16N2O3,296.32,CC(=O)OC1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N
4304,dapagliflozin,C21H25ClO6,408.9,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl
4310,lacosamide,C13H18N2O3,250.29,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1
4322,azilsartan medoxomil,C30H24N4O8,568.5,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C
4337,ambrisentan,C22H22N2O4,378.4,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C
4357,anidulafungin,C58H73N7O17,1140.2,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O
